state_of_location,date,power_generated,unplanned_scrams_per_7000_critical_hours,unplanned_power_changes_per_7000_critical_hrs,unplanned_scrams_with_complications,safety_system_functional_failures_pwr,occupational_exposure_control_effectiveness,rets_odcm_radiological_effluent,mitigating_systems_performance_index,emergency_ac_power_system,mitigating_systems_performance_index_high_pressure_injection_system,mitigating_systems_performance_index_heat_removal_system,mitigating_systems_performance_index_residual_heat_removal_system,mitigating_systems_performance_index_cooling_water_systems,reactor_coolant_system_activity,reactor_coolant_system_leakage,drill_exercise_performance,ero_drill_participation,alert_notification_system
Beaver Valley 2,2009-06-01,643556,0,0.8,0.0,0,0,0,NA,6.35E-07,-2.88E-08,-4.39E-08,-1.26E-08,9.00E-08,0,0.7,95.2%,100.0%,99.5%
Beaver Valley 2,2009-07-01,663867,0,0.8,0.0,0,0,0,NA,6.35E-07,-2.90E-08,-8.80E-08,-1.26E-08,9.40E-08,0.1,0.7,95.4%,100.0%,99.5%
Beaver Valley 2,2009-08-01,659169,0,0.8,0.0,0,0,0,NA,6.35E-07,-2.90E-08,-8.80E-08,-1.26E-08,9.40E-08,0,0.8,95.4%,100.0%,99.5%
Beaver Valley 2,2009-09-01,644847,0,0.8,0.0,0,0,0,NA,6.35E-07,-2.90E-08,-8.80E-08,-1.26E-08,9.40E-08,0,0.7,95.4%,100.0%,99.5%
Beaver Valley 2,2009-10-01,221012,0,0,0.0,1,0,0,NA,6.05E-07,-2.89E-08,-1.02E-07,-1.26E-08,9.40E-08,0.1,0.6,94.9%,100.0%,99.3%
Beaver Valley 2,2009-11-01,31104,0,0,0.0,1,0,0,NA,6.05E-07,-2.89E-08,-1.02E-07,-1.26E-08,9.40E-08,0,NA,94.9%,100.0%,99.3%
Beaver Valley 2,2009-12-01,661870,0,0,0.0,1,0,0,NA,6.05E-07,-2.89E-08,-1.02E-07,-1.26E-08,9.40E-08,0,0.7,94.9%,100.0%,99.3%
Braidwood 1,2007-01-01,898548,0,0,0.0,0,0,0,NA,-3.17E-07,-7.30E-08,-1.66E-06,-1.88E-07,-4.56E-06,0.6,2.6,98.9%,100.0%,99.7%
Braidwood 1,2007-02-01,810477,0,0,0.0,0,0,0,NA,-3.17E-07,-7.30E-08,-1.66E-06,-1.88E-07,-4.56E-06,0.6,2.6,98.9%,100.0%,99.7%
Braidwood 1,2007-03-01,893089,0,0,0.0,0,0,0,NA,-3.17E-07,-7.30E-08,-1.66E-06,-1.88E-07,-4.56E-06,0.6,2.6,98.9%,100.0%,99.7%
Braidwood 1,2007-04-01,865887,0.8,0,0.0,0,0,0,NA,-5.50E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.72E-06,0.6,2.5,99.0%,94.7%,99.7%
Braidwood 1,2007-05-01,887794,0.8,0,0.0,0,0,0,NA,-5.50E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.72E-06,0.6,2.5,99.0%,94.7%,99.7%
Braidwood 1,2007-06-01,783062,0.8,0,0.0,0,0,0,NA,-5.50E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.72E-06,0.6,2.5,99.0%,94.7%,99.7%
Braidwood 1,2007-07-01,875720,0.8,0,0.0,0,0,0,NA,-4.40E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.74E-06,0.8,1.3,98.9%,97.3%,99.6%
Braidwood 1,2007-08-01,872494,0.8,0,0.0,0,0,0,NA,-4.40E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.74E-06,0.8,1.3,98.9%,97.3%,99.6%
Braidwood 1,2007-09-01,837589,0.8,0,0.0,0,0,0,NA,-4.40E-08,-7.30E-08,-1.78E-06,-1.88E-07,-4.74E-06,0.8,1.3,98.9%,97.3%,99.6%
Braidwood 1,2007-10-01,88342,0.9,0,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.60E-08,-4.89E-06,N/A,0.8,98.7%,100.0%,99.7%
Braidwood 1,2007-11-01,815649,0.9,0,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.60E-08,-4.89E-06,N/A,0.8,98.7%,100.0%,99.7%
Braidwood 1,2007-12-01,898033,0.9,0,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.60E-08,-4.89E-06,N/A,0.8,98.7%,100.0%,99.7%
Braidwood 1,2008-01-01,857385,0.9,0.9,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.00E-08,-4.88E-06,0.1,0.7,98.4%,100.0%,99.7%
Braidwood 1,2008-02-01,822306,0.9,0.9,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.00E-08,-4.88E-06,0.1,0.7,98.4%,100.0%,99.7%
Braidwood 1,2008-03-01,898207,0.9,0.9,0.0,0,0,0,NA,-1.58E-06,-7.30E-08,-1.78E-06,-7.00E-08,-4.88E-06,0.1,0.7,98.4%,100.0%,99.7%
Braidwood 1,2008-04-01,867483,0,0.9,0.0,0,0,0,NA,-1.21E-06,-7.30E-08,-3.21E-07,-7.80E-08,-4.22E-06,0.2,0.6,98.4%,100.0%,99.7%
Braidwood 1,2008-05-01,894534,0,0.9,0.0,0,0,0,NA,-1.21E-06,-7.30E-08,-3.21E-07,-7.80E-08,-4.22E-06,0.2,0.6,98.4%,100.0%,99.7%
Braidwood 1,2008-06-01,853727,0,0.9,0.0,0,0,0,NA,-1.21E-06,-7.30E-08,-3.21E-07,-7.80E-08,-4.22E-06,0.2,0.6,98.4%,100.0%,99.7%
Braidwood 1,2008-07-01,877374,0,0.9,0.0,0,0,0,NA,-3.15E-07,-6.02E-08,6.18E-08,-9.73E-08,-4.23E-06,0.2,0.7,98.6%,100.0%,99.7%
Braidwood 1,2008-08-01,877276,0,0.9,0.0,0,0,0,NA,-3.15E-07,-6.02E-08,6.18E-08,-9.73E-08,-4.23E-06,0.2,0.7,98.6%,100.0%,99.7%
Braidwood 1,2008-09-01,854130,0,0.9,0.0,0,0,0,NA,-3.15E-07,-6.02E-08,6.18E-08,-9.73E-08,-4.23E-06,0.2,0.7,98.6%,100.0%,99.7%
Braidwood 1,2008-10-01,894244,0,0.8,0.0,0,0,0,NA,-3.14E-07,-6.02E-08,4.30E-08,-7.30E-08,-4.23E-06,0.2,0.7,98.5%,100.0%,99.5%
Braidwood 1,2008-11-01,869100,0,0.8,0.0,0,0,0,NA,-3.14E-07,-6.02E-08,4.30E-08,-7.30E-08,-4.23E-06,0.2,0.7,98.5%,100.0%,99.5%
Braidwood 1,2008-12-01,897178,0,0.8,0.0,0,0,0,NA,-3.14E-07,-6.02E-08,4.30E-08,-7.30E-08,-4.23E-06,0.2,0.7,98.5%,100.0%,99.5%
Braidwood 1,2009-01-01,897694,0,0,0.0,0,0,0,NA,-5.55E-07,-1.07E-07,4.10E-08,-1.99E-07,-7.10E-07,0.3,0.5,98.5%,100.0%,99.5%
Braidwood 1,2009-02-01,811318,0,0,0.0,0,0,0,NA,-5.55E-07,-1.07E-07,4.10E-08,-1.99E-07,-7.10E-07,0.3,0.5,98.5%,100.0%,99.5%
Braidwood 1,2009-03-01,830976,0,0,0.0,0,0,0,NA,-5.55E-07,-1.07E-07,4.10E-08,-1.99E-07,-7.10E-07,0.3,0.5,98.5%,100.0%,99.5%
Braidwood 1,2009-04-01,274969,0,0,0.0,0,0,0,NA,-4.05E-07,-1.07E-07,8.00E-09,1.93E-07,-8.20E-07,0.3,0.5,98.3%,100.0%,99.5%
Braidwood 1,2009-05-01,886710,0,0,0.0,0,0,0,NA,-4.05E-07,-1.07E-07,8.00E-09,1.93E-07,-8.20E-07,0.3,0.5,98.3%,100.0%,99.5%
Braidwood 1,2009-06-01,852446,0,0,0.0,0,0,0,NA,-4.05E-07,-1.07E-07,8.00E-09,1.93E-07,-8.20E-07,0.3,0.5,98.3%,100.0%,99.5%
Braidwood 1,2009-07-01,880664,0,0,0.0,1,0,0,NA,-4.35E-07,-1.07E-07,8.00E-09,2.04E-07,-8.20E-07,0.1,1.3,98.2%,100.0%,99.6%
Braidwood 1,2009-08-01,880350,0,0,0.0,1,0,0,NA,-4.35E-07,-1.07E-07,8.00E-09,2.04E-07,-8.20E-07,0.1,1.3,98.2%,100.0%,99.6%
Braidwood 1,2009-09-01,851053,0,0,0.0,1,0,0,NA,-4.35E-07,-1.07E-07,8.00E-09,2.04E-07,-8.20E-07,0.1,1.3,98.2%,100.0%,99.6%
Braidwood 1,2009-10-01,895376,0,0,0.0,0,0,0,NA,-2.30E-08,1.66E-07,3.90E-08,7.40E-07,-8.20E-07,0.1,0.7,98.3%,100.0%,99.8%
Braidwood 1,2009-11-01,867544,0,0,0.0,0,0,0,NA,-2.30E-08,1.66E-07,3.90E-08,7.40E-07,-8.20E-07,0.1,0.7,98.3%,100.0%,99.8%
Braidwood 1,2009-12-01,897152,0,0,0.0,0,0,0,NA,-2.30E-08,1.66E-07,3.90E-08,7.40E-07,-8.20E-07,0.1,0.7,98.3%,100.0%,99.8%
Browns Ferry 1,2007-01-01,0,N/A,N/A,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,96.9%,99.5%
Browns Ferry 1,2007-02-01,0,N/A,N/A,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,96.9%,99.5%
Browns Ferry 1,2007-03-01,0,N/A,N/A,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,96.9%,99.5%
Browns Ferry 1,2007-04-01,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,98.3%,98.5%,99.5%
Browns Ferry 1,2007-05-01,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,6.3,98.3%,98.5%,99.5%
Browns Ferry 1,2007-06-01,480112,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,6.9,98.3%,98.5%,99.5%
Browns Ferry 1,2007-07-01,769553,9.6,0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8.1,98.3%,98.5%,99.6%
Browns Ferry 1,2007-08-01,660191,9.6,0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,7.5,98.3%,98.5%,99.6%
Browns Ferry 1,2007-09-01,698376,9.6,0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,7.8,98.3%,98.5%,99.6%
Browns Ferry 1,2007-10-01,621712,7.3,1.5,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8.5,98.1%,100.0%,99.6%
Browns Ferry 1,2007-11-01,481990,7.3,1.5,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8.4,98.1%,100.0%,99.6%
Browns Ferry 1,2007-12-01,823343,7.3,1.5,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,9.3,98.1%,100.0%,99.6%
Browns Ferry 1,2008-01-01,808012,5.0,1.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,12.9,98.1%,96.9%,99.7%
Browns Ferry 1,2008-02-01,770121,5.0,1.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8.9,98.1%,96.9%,99.7%
Browns Ferry 1,2008-03-01,818210,5.0,1.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,0,9.2,98.1%,96.9%,99.7%
Browns Ferry 1,2008-04-01,772102,2.5,1.7,0.0,NA,0,0,NA,-6.29E-08,1.04E-06,-1.27E-08,-1.10E-07,-1.08E-07,0,9.2,98.7%,91.8%,99.7%
Browns Ferry 1,2008-05-01,788180,2.5,1.7,0.0,NA,0,0,NA,-6.29E-08,1.04E-06,-1.27E-08,-1.10E-07,-1.08E-07,0,9.6,98.7%,91.8%,99.7%
Browns Ferry 1,2008-06-01,763820,2.5,1.7,0.0,NA,0,0,NA,-6.29E-08,1.04E-06,-1.27E-08,-1.10E-07,-1.08E-07,0,10.4,98.7%,91.8%,99.7%
Browns Ferry 1,2008-07-01,782506,0.8,2.5,0.0,NA,0,0,NA,-6.29E-08,5.00E-07,2.28E-07,-1.15E-07,-5.10E-08,0,10.1,98.2%,98.4%,99.6%
Browns Ferry 1,2008-08-01,594148,0.8,2.5,0.0,NA,0,0,NA,-6.29E-08,5.00E-07,2.28E-07,-1.15E-07,-5.10E-08,0,10.2,98.2%,98.4%,99.6%
Browns Ferry 1,2008-09-01,770587,0.8,2.5,0.0,NA,0,0,NA,-6.29E-08,5.00E-07,2.28E-07,-1.15E-07,-5.10E-08,0,14.3,98.2%,98.4%,99.6%
Browns Ferry 1,2008-10-01,622624,0,2.7,0.0,NA,0,0,NA,-4.68E-08,1.40E-07,1.01E-07,4.60E-08,-7.50E-08,0,10.3,98.5%,100.0%,99.6%
Browns Ferry 1,2008-11-01,-2412,0,2.7,0.0,NA,0,0,NA,-4.68E-08,1.40E-07,1.01E-07,4.60E-08,-7.50E-08,N/A,2.1,98.5%,100.0%,99.6%
Browns Ferry 1,2008-12-01,702841,0,2.7,0.0,NA,0,0,NA,-4.68E-08,1.40E-07,1.01E-07,4.60E-08,-7.50E-08,0,6.8,98.5%,100.0%,99.6%
Browns Ferry 1,2009-01-01,822682,1.9,2.9,0.0,NA,0,0,NA,-4.07E-08,-5.00E-08,1.80E-08,-3.60E-08,-8.70E-08,0,7.9,97.9%,100.0%,99.4%
Browns Ferry 1,2009-02-01,423815,1.9,2.9,0.0,NA,0,0,NA,-4.07E-08,-5.00E-08,1.80E-08,-3.60E-08,-8.70E-08,0,6.1,97.9%,100.0%,99.4%
Browns Ferry 1,2009-03-01,409778,1.9,2.9,0.0,NA,0,0,NA,-4.07E-08,-5.00E-08,1.80E-08,-3.60E-08,-8.70E-08,0,6.5,97.9%,100.0%,99.4%
Browns Ferry 1,2009-04-01,792288,1.9,2.9,0.0,NA,0,0,NA,-8.83E-08,5.00E-08,1.90E-08,-6.79E-08,-8.50E-08,0,6.3,98.6%,97.1%,99.5%
Browns Ferry 1,2009-05-01,807259,1.9,2.9,0.0,NA,0,0,NA,-8.83E-08,5.00E-08,1.90E-08,-6.79E-08,-8.50E-08,0,6.4,98.6%,97.1%,99.5%
Browns Ferry 1,2009-06-01,762088,1.9,2.9,0.0,NA,0,0,NA,-8.83E-08,5.00E-08,1.90E-08,-6.79E-08,-8.50E-08,0,6.5,98.6%,97.1%,99.5%
Browns Ferry 1,2009-07-01,786827,1.0,1.0,0.0,NA,0,0,NA,-8.83E-08,6.40E-07,-3.50E-08,3.00E-08,-1.07E-07,0,6.7,98.6%,97.0%,99.5%
Browns Ferry 1,2009-08-01,783852,1.0,1.0,0.0,NA,0,0,NA,-8.83E-08,6.40E-07,-3.50E-08,3.00E-08,-1.07E-07,0,7.0,98.6%,97.0%,99.5%
Browns Ferry 1,2009-09-01,768752,1.0,1.0,0.0,NA,0,0,NA,-8.83E-08,6.40E-07,-3.50E-08,3.00E-08,-1.07E-07,0,6.4,98.6%,97.0%,99.5%
Browns Ferry 1,2009-10-01,813447,0.9,0,0.0,NA,0,0,NA,-7.30E-08,4.10E-07,5.90E-07,2.10E-08,-1.18E-07,0,6.7,98.7%,100.0%,99.7%
Browns Ferry 1,2009-11-01,792328,0.9,0,0.0,NA,0,0,NA,-7.30E-08,4.10E-07,5.90E-07,2.10E-08,-1.18E-07,0,6.4,98.7%,100.0%,99.7%
Browns Ferry 1,2009-12-01,795589,0.9,0,0.0,NA,0,0,NA,-7.30E-08,4.10E-07,5.90E-07,2.10E-08,-1.18E-07,0,8.4,98.7%,100.0%,99.7%
Browns Ferry 2,2007-01-01,723254,0.9,0,NA,0,0,0,NA,-3.38E-07,-9.20E-09,-1.19E-08,2.46E-07,2.40E-07,0,7.2,98.9%,96.9%,99.5%
Browns Ferry 2,2007-02-01,396393,0.9,0,NA,0,0,0,NA,-3.38E-07,-9.20E-09,-1.19E-08,2.46E-07,2.40E-07,0,6.4,98.9%,96.9%,99.5%
Browns Ferry 2,2007-03-01,-703,0.9,0,NA,0,0,0,NA,-3.38E-07,-9.20E-09,-1.19E-08,2.46E-07,2.40E-07,N/A,0,98.9%,96.9%,99.5%
Browns Ferry 2,2007-04-01,215345,1.0,2.9,NA,0,0,0,NA,-4.49E-07,-9.20E-09,-1.32E-08,2.33E-07,2.30E-07,N/A,4.4,98.3%,98.5%,99.5%
Browns Ferry 2,2007-05-01,826429,1.0,2.9,NA,0,0,0,NA,-4.49E-07,-9.20E-09,-1.32E-08,2.33E-07,2.30E-07,0,5.7,98.3%,98.5%,99.5%
Browns Ferry 2,2007-06-01,785166,1.0,2.9,NA,0,0,0,NA,-4.49E-07,-9.20E-09,-1.32E-08,2.33E-07,2.30E-07,0,6.1,98.3%,98.5%,99.5%
Browns Ferry 2,2007-07-01,808707,1.0,3.0,0.0,0,0,0,NA,-4.49E-07,-9.20E-09,-1.31E-08,2.72E-07,2.60E-07,0,5.8,98.3%,98.5%,99.6%
Browns Ferry 2,2007-08-01,588779,1.0,3.0,0.0,0,0,0,NA,-4.49E-07,-9.20E-09,-1.31E-08,2.72E-07,2.60E-07,0,6.1,98.3%,98.5%,99.6%
Browns Ferry 2,2007-09-01,787259,1.0,3.0,0.0,0,0,0,NA,-4.49E-07,-9.20E-09,-1.31E-08,2.72E-07,2.60E-07,0,5.8,98.3%,98.5%,99.6%
Browns Ferry 2,2007-10-01,818190,1.0,2.9,0.0,0,0,0,NA,-5.95E-07,-9.20E-09,-5.70E-08,1.82E-07,2.60E-07,0,5.5,98.1%,100.0%,99.6%
Browns Ferry 2,2007-11-01,813471,1.0,2.9,0.0,0,0,0,NA,-5.95E-07,-9.20E-09,-5.70E-08,1.82E-07,2.60E-07,0,5.5,98.1%,100.0%,99.6%
Browns Ferry 2,2007-12-01,843637,1.0,2.9,0.0,0,0,0,NA,-5.95E-07,-9.20E-09,-5.70E-08,1.82E-07,2.60E-07,0,5.4,98.1%,100.0%,99.6%
Browns Ferry 2,2008-01-01,829911,0,2.5,0.0,0,0,0,NA,-4.59E-07,4.18E-08,-5.80E-08,1.87E-07,2.60E-07,0,5.3,98.1%,96.9%,99.7%
Browns Ferry 2,2008-02-01,793585,0,2.5,0.0,0,0,0,NA,-4.59E-07,4.18E-08,-5.80E-08,1.87E-07,2.60E-07,0,5.3,98.1%,96.9%,99.7%
Browns Ferry 2,2008-03-01,842203,0,2.5,0.0,0,0,0,NA,-4.59E-07,4.18E-08,-5.80E-08,1.87E-07,2.60E-07,0,5.3,98.1%,96.9%,99.7%
Browns Ferry 2,2008-04-01,807680,0,0,0.0,0,0,0,NA,-4.53E-07,1.03E-07,-4.65E-08,-1.02E-07,2.40E-07,0,5.1,98.7%,91.8%,99.7%
Browns Ferry 2,2008-05-01,827682,0,0,0.0,0,0,0,NA,-4.53E-07,1.03E-07,-4.65E-08,-1.02E-07,2.40E-07,0,5.1,98.7%,91.8%,99.7%
Browns Ferry 2,2008-06-01,772732,0,0,0.0,0,0,0,NA,-4.53E-07,1.03E-07,-4.65E-08,-1.02E-07,2.40E-07,0,5.2,98.7%,91.8%,99.7%
Browns Ferry 2,2008-07-01,803305,0,1.6,0.0,0,0,0,NA,-4.21E-07,1.14E-07,-4.52E-08,-1.02E-07,2.07E-07,0,5.1,98.2%,98.4%,99.6%
Browns Ferry 2,2008-08-01,788478,0,1.6,0.0,0,0,0,NA,-4.21E-07,1.14E-07,-4.52E-08,-1.02E-07,2.07E-07,0,5.2,98.2%,98.4%,99.6%
Browns Ferry 2,2008-09-01,606560,0,1.6,0.0,0,0,0,NA,-4.21E-07,1.14E-07,-4.52E-08,-1.02E-07,2.07E-07,0,5.1,98.2%,98.4%,99.6%
Browns Ferry 2,2008-10-01,700443,0.8,1.6,0.0,0,0,0,NA,-4.02E-07,6.10E-08,-6.20E-08,-6.00E-08,1.47E-07,0,5.4,97.8%,100.0%,99.6%
Browns Ferry 2,2008-11-01,816555,0.8,1.6,0.0,0,0,0,NA,-4.02E-07,6.10E-08,-6.20E-08,-6.00E-08,1.47E-07,0,5.4,97.8%,100.0%,99.6%
Browns Ferry 2,2008-12-01,840783,0.8,1.6,0.0,0,0,0,NA,-4.02E-07,6.10E-08,-6.20E-08,-6.00E-08,1.47E-07,0,6.4,97.8%,100.0%,99.6%
Browns Ferry 2,2009-01-01,839178,1.7,1.7,0.0,0,0,0,NA,-3.84E-07,1.11E-07,-6.20E-08,-1.00E-07,2.31E-07,0,10.3,97.9%,100.0%,99.4%
Browns Ferry 2,2009-02-01,587430,1.7,1.7,0.0,0,0,0,NA,-3.84E-07,1.11E-07,-6.20E-08,-1.00E-07,2.31E-07,0,5.1,97.9%,100.0%,99.4%
Browns Ferry 2,2009-03-01,839252,1.7,1.7,0.0,0,0,0,NA,-3.84E-07,1.11E-07,-6.20E-08,-1.00E-07,2.31E-07,0,5.2,97.9%,100.0%,99.4%
Browns Ferry 2,2009-04-01,644652,1.9,2.9,0.0,0,0,0,NA,-3.89E-07,1.11E-07,-6.20E-08,-3.70E-08,2.21E-07,0,5.2,98.6%,97.1%,99.5%
Browns Ferry 2,2009-05-01,0,1.9,2.9,0.0,0,0,0,NA,-3.89E-07,1.11E-07,-6.20E-08,-3.70E-08,2.21E-07,N/A,0,98.6%,97.1%,99.5%
Browns Ferry 2,2009-06-01,134728,1.9,2.9,0.0,0,0,0,NA,-3.89E-07,1.11E-07,-6.20E-08,-3.70E-08,2.21E-07,N/A,9.8,98.6%,97.1%,99.5%
Browns Ferry 2,2009-07-01,800243,2.9,1.0,0.0,0,0,0,NA,-3.61E-07,1.10E-07,3.27E-07,6.90E-08,1.50E-07,0,5.8,98.6%,97.0%,99.6%
Browns Ferry 2,2009-08-01,812904,2.9,1.0,0.0,0,0,0,NA,-3.61E-07,1.10E-07,3.27E-07,6.90E-08,1.50E-07,0,5.9,98.6%,97.0%,99.6%
Browns Ferry 2,2009-09-01,770502,2.9,1.0,0.0,0,0,0,NA,-3.61E-07,1.10E-07,3.27E-07,6.90E-08,1.50E-07,0,5.5,98.6%,97.0%,99.6%
Browns Ferry 2,2009-10-01,715274,1.9,1.0,0.0,0,0,0,NA,-3.50E-07,1.10E-07,3.27E-07,5.10E-08,1.50E-07,0,4.9,98.7%,100.0%,99.7%
Browns Ferry 2,2009-11-01,820468,1.9,1.0,0.0,0,0,0,NA,-3.50E-07,1.10E-07,3.27E-07,5.10E-08,1.50E-07,0,5.1,98.7%,100.0%,99.7%
Browns Ferry 2,2009-12-01,843878,1.9,1.0,0.0,0,0,0,NA,-3.50E-07,1.10E-07,3.27E-07,5.10E-08,1.50E-07,0,5.2,98.7%,100.0%,99.7%
Browns Ferry 3,2007-01-01,837670,2.4,0.8,NA,0,0,0,-8.97E-07,-8.97E-07,-6.40E-08,-4.30E-08,2.35E-07,3.10E-07,0,7.4,98.9%,96.9%,99.5%
Browns Ferry 3,2007-02-01,626543,2.4,0.8,NA,0,0,0,-8.97E-07,-8.97E-07,-6.40E-08,-4.30E-08,2.35E-07,3.10E-07,0,7.4,98.9%,96.9%,99.5%
Browns Ferry 3,2007-03-01,832406,2.4,0.8,NA,0,0,0,-8.97E-07,-8.97E-07,-6.40E-08,-4.30E-08,2.35E-07,3.10E-07,0,7.4,98.9%,96.9%,99.5%
Browns Ferry 3,2007-04-01,805814,2.4,0.8,NA,0,0,0,4.54E-07,4.54E-07,-6.70E-08,-1.90E-08,1.65E-07,3.20E-07,0,8.0,98.3%,98.5%,99.5%
Browns Ferry 3,2007-05-01,824451,2.4,0.8,NA,0,0,0,4.54E-07,4.54E-07,-6.70E-08,-1.90E-08,1.65E-07,3.20E-07,0,8.0,98.3%,98.5%,99.5%
Browns Ferry 3,2007-06-01,780288,2.4,0.8,NA,0,0,0,4.54E-07,4.54E-07,-6.70E-08,-1.90E-08,1.65E-07,3.20E-07,0,8.0,98.3%,98.5%,99.5%
Browns Ferry 3,2007-07-01,794663,0.8,0.8,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,-2.10E-08,2.05E-07,4.30E-07,0,11.1,98.3%,98.5%,99.6%
Browns Ferry 3,2007-08-01,742522,0.8,0.8,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,-2.10E-08,2.05E-07,4.30E-07,0,11.1,98.3%,98.5%,99.6%
Browns Ferry 3,2007-09-01,602433,0.8,0.8,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,-2.10E-08,2.05E-07,4.30E-07,0,11.1,98.3%,98.5%,99.6%
Browns Ferry 3,2007-10-01,816110,1.7,0,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,3.00E-09,1.83E-07,4.30E-07,0,13.5,98.1%,100.0%,99.6%
Browns Ferry 3,2007-11-01,774919,1.7,0,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,3.00E-09,1.83E-07,4.30E-07,0,13.5,98.1%,100.0%,99.6%
Browns Ferry 3,2007-12-01,648237,1.7,0,0.0,1,0,0,-1.00E-08,-1.00E-08,-6.90E-08,3.00E-09,1.83E-07,4.30E-07,0,13.5,98.1%,100.0%,99.6%
Browns Ferry 3,2008-01-01,255798,0.9,0,0.0,2,0,0,5.19E-07,5.19E-07,-6.80E-08,6.00E-09,2.54E-07,4.40E-07,0,13.7,98.1%,96.9%,99.7%
Browns Ferry 3,2008-02-01,760111,0.9,0,0.0,2,0,0,5.19E-07,5.19E-07,-6.80E-08,6.00E-09,2.54E-07,4.40E-07,0,13.7,98.1%,96.9%,99.7%
Browns Ferry 3,2008-03-01,398785,0.9,0,0.0,2,0,0,5.19E-07,5.19E-07,-6.80E-08,6.00E-09,2.54E-07,4.40E-07,0,13.7,98.1%,96.9%,99.7%
Browns Ferry 3,2008-04-01,-1826,1.0,0,0.0,2,0,0,5.80E-07,5.80E-07,-6.90E-08,1.78E-07,2.19E-07,5.00E-07,NA,0,98.7%,91.8%,99.7%
Browns Ferry 3,2008-05-01,339153,1.0,0,0.0,2,0,0,5.80E-07,5.80E-07,-6.90E-08,1.78E-07,2.19E-07,5.00E-07,0,6.2,98.7%,91.8%,99.7%
Browns Ferry 3,2008-06-01,789755,1.0,0,0.0,2,0,0,5.80E-07,5.80E-07,-6.90E-08,1.78E-07,2.19E-07,5.00E-07,0,6.2,98.7%,91.8%,99.7%
Browns Ferry 3,2008-07-01,726873,1.0,2.1,0.0,1,0,0,6.60E-07,6.60E-07,-6.90E-08,1.83E-07,2.32E-07,3.30E-07,0,5.6,98.2%,98.4%,99.6%
Browns Ferry 3,2008-08-01,758138,1.0,2.1,0.0,1,0,0,6.60E-07,6.60E-07,-6.90E-08,1.83E-07,2.32E-07,3.30E-07,0,5.6,98.2%,98.4%,99.6%
Browns Ferry 3,2008-09-01,794211,1.0,2.1,0.0,1,0,0,6.60E-07,6.60E-07,-6.90E-08,1.83E-07,2.32E-07,3.30E-07,0,5.6,98.2%,98.4%,99.6%
Browns Ferry 3,2008-10-01,828355,0,2.0,0.0,1,0,0,6.80E-07,6.80E-07,-6.90E-08,1.64E-07,1.66E-07,2.70E-07,0,5.9,97.8%,100.0%,99.6%
Browns Ferry 3,2008-11-01,803675,0,2.0,0.0,1,0,0,6.80E-07,6.80E-07,-6.90E-08,1.64E-07,1.66E-07,2.70E-07,0,5.9,97.8%,100.0%,99.6%
Browns Ferry 3,2008-12-01,845732,0,2.0,0.0,1,0,0,6.80E-07,6.80E-07,-6.90E-08,1.64E-07,1.66E-07,2.70E-07,0,5.9,97.8%,100.0%,99.6%
Browns Ferry 3,2009-01-01,834055,0,1.8,0.0,0,0,0,6.50E-07,6.50E-07,-6.90E-08,1.62E-07,-3.80E-08,2.60E-07,0,5.4,97.9%,100.0%,99.4%
Browns Ferry 3,2009-02-01,762132,0,1.8,0.0,0,0,0,6.50E-07,6.50E-07,-6.90E-08,1.62E-07,-3.80E-08,2.60E-07,0,5.4,97.9%,100.0%,99.4%
