state_of_location,date,power_generated,overall_safety_score
Shearon Harris 1,2008-06-01,648293,-0.06973870560960779
Shearon Harris 1,2008-07-01,672513,-0.08210938259541833
Shearon Harris 1,2008-08-01,436426,-0.08518628838220021
Shearon Harris 1,2008-09-01,656281,-0.0805709297020274
Shearon Harris 1,2008-10-01,686147,-0.04710681282514525
Shearon Harris 1,2008-11-01,668900,-0.04864526571853619
Shearon Harris 1,2008-12-01,691631,-0.04710681282514525
Shearon Harris 1,2009-01-01,693809,0.10616532278090439
Shearon Harris 1,2009-02-01,624890,0.10616532278090439
Shearon Harris 1,2009-03-01,688165,0.10616532278090439
Shearon Harris 1,2009-04-01,342241,0.051261006916218314
Shearon Harris 1,2009-05-01,441456,0.052799459809609255
Shearon Harris 1,2009-06-01,659020,0.054337912703000195
Shearon Harris 1,2009-07-01,680311,0.08210302076805681
Shearon Harris 1,2009-08-01,678090,0.08210302076805681
Shearon Harris 1,2009-09-01,657569,0.07902611498127493
Shearon Harris 1,2009-10-01,689492,-0.08659644687376894
Shearon Harris 1,2009-11-01,551057,-0.08813489976715988
Shearon Harris 1,2009-12-01,697061,-0.08659644687376894
South Texas Project 2,2007-01-01,959809,0.3648750036927738
South Texas Project 2,2007-02-01,849675,0.3633365507993829
South Texas Project 2,2007-03-01,621684,0.36179809790599193
South Texas Project 2,2007-04-01,45675,0.3599110860902673
South Texas Project 2,2007-05-01,998768,0.3568341803034854
South Texas Project 2,2007-06-01,957439,0.35837263319687634
South Texas Project 2,2007-07-01,988940,0.3460698155158093
South Texas Project 2,2007-08-01,968114,0.34453136262241835
South Texas Project 2,2007-09-01,957466,0.3460698155158093
South Texas Project 2,2007-10-01,999402,0.14692059750792616
South Texas Project 2,2007-11-01,978561,0.14692059750792616
South Texas Project 2,2007-12-01,1013366,0.1484590504013171
South Texas Project 2,2008-01-01,1014997,0.2407581833702656
South Texas Project 2,2008-02-01,947698,0.23921973047687467
South Texas Project 2,2008-03-01,1009014,0.23921973047687467
South Texas Project 2,2008-04-01,970557,0.08602827130650423
South Texas Project 2,2008-05-01,998585,0.08756672419989517
South Texas Project 2,2008-06-01,954847,0.08910517709328612
South Texas Project 2,2008-07-01,984196,0.1704642167670757
South Texas Project 2,2008-08-01,983724,0.16892576387368477
South Texas Project 2,2008-09-01,923016,0.1704642167670757
South Texas Project 2,2008-10-01,96883,0.06064924286434549
South Texas Project 2,2008-11-01,827525,0.06064924286434549
South Texas Project 2,2008-12-01,1014971,0.05911078997095454
South Texas Project 2,2009-01-01,1013340,0.10989824086525897
South Texas Project 2,2009-02-01,906105,0.11297514665204086
South Texas Project 2,2009-03-01,999048,0.11143669375864992
South Texas Project 2,2009-04-01,965298,0.011271983559088096
South Texas Project 2,2009-05-01,986761,0.012810436452479044
South Texas Project 2,2009-06-01,945249,0.011271983559088096
South Texas Project 2,2009-07-01,972075,0.003973903717919509
South Texas Project 2,2009-08-01,971735,0.003973903717919509
South Texas Project 2,2009-09-01,568589,0.0024354508245285618
South Texas Project 2,2009-10-01,987917,0.11433912620031339
South Texas Project 2,2009-11-01,973351,0.11280067330692245
South Texas Project 2,2009-12-01,1014447,0.11433912620031339
St Lucie 2,2007-01-01,623612,0.03683884549112928
St Lucie 2,2007-02-01,565266,0.04508055742000934
St Lucie 2,2007-03-01,622505,0.04343221503423332
St Lucie 2,2007-04-01,603075,-0.027377162093639516
St Lucie 2,2007-05-01,619413,-0.027377162093639516
St Lucie 2,2007-06-01,598187,-0.027377162093639516
St Lucie 2,2007-07-01,616809,0.06636725850960996
St Lucie 2,2007-08-01,346600,0.06790571140300092
St Lucie 2,2007-09-01,574988,0.06790571140300092
St Lucie 2,2007-10-01,-2351,0.06459036306770499
St Lucie 2,2007-11-01,-2235,0.06459036306770499
St Lucie 2,2007-12-01,-12133,0.06459036306770499
St Lucie 2,2008-01-01,472326,0.008816807547372676
St Lucie 2,2008-02-01,429137,0.010355260440763623
St Lucie 2,2008-03-01,629882,0.008816807547372676
St Lucie 2,2008-04-01,612585,-0.1713735000042481
St Lucie 2,2008-05-01,635213,-0.1682965942174662
St Lucie 2,2008-06-01,524943,-0.1959887462985032
St Lucie 2,2008-07-01,637515,-0.13465678340936094
St Lucie 2,2008-08-01,635002,-0.14081059498292472
St Lucie 2,2008-09-01,612128,-0.14234904787631567
St Lucie 2,2008-10-01,635653,-0.06610846393673753
St Lucie 2,2008-11-01,621803,-0.06764691683012847
St Lucie 2,2008-12-01,641104,-0.059954652363173745
St Lucie 2,2009-01-01,642355,0.009550683024055501
St Lucie 2,2009-02-01,581625,0.011089135917446449
St Lucie 2,2009-03-01,616232,0.018781400384401174
St Lucie 2,2009-04-01,454783,-0.02720476987309928
St Lucie 2,2009-05-01,-2817,-0.11016154942518766
St Lucie 2,2009-06-01,307367,-0.034897034340054006
St Lucie 2,2009-07-01,285146,-0.11275703571798973
St Lucie 2,2009-08-01,621478,-0.11275703571798973
St Lucie 2,2009-09-01,194370,-0.11121858282459877
St Lucie 2,2009-10-01,634217,-0.2027416703410622
St Lucie 2,2009-11-01,617966,-0.2027416703410622
St Lucie 2,2009-12-01,642974,-0.20889548191462595
Summer,2007-01-01,731289,0.10954858117836334
Summer,2007-02-01,596857,0.1029552116352593
Summer,2007-03-01,729464,0.10130686924948328
Summer,2007-04-01,700747,0.17743021622615535
Summer,2007-05-01,725676,0.17907855861193134
Summer,2007-06-01,694760,0.1741335314546033
Summer,2007-07-01,723191,0.3151153566122256
Summer,2007-08-01,720030,0.31973071529239844
Summer,2007-09-01,698487,0.3181922623990075
Summer,2007-10-01,724959,0.4549087594623245
Summer,2007-11-01,704920,0.4579856652491064
Summer,2007-12-01,728658,0.4441395892085879
Summer,2008-01-01,556991,0.28193992750983815
Summer,2008-02-01,651692,0.29732445644374755
Summer,2008-03-01,727881,0.2957860035503566
Summer,2008-04-01,574748,0.2409110781865924
Summer,2008-05-01,0,0.2134039942749884
Summer,2008-06-01,358159,0.22489009801919074
Summer,2008-07-01,723084,0.29805032101191253
Summer,2008-08-01,721789,0.2918965094383488
Summer,2008-09-01,700482,0.2995887739053035
Summer,2008-10-01,727468,0.21712927373408678
Summer,2008-11-01,706459,0.2257235398609402
Summer,2008-12-01,729348,0.21866772662747772
Summer,2009-01-01,729027,0.30539437381887813
Summer,2009-02-01,658963,0.30231746803209625
Summer,2009-03-01,730125,0.30693282671226907
Summer,2009-04-01,706936,0.35933913349867735
Summer,2009-05-01,727749,0.35933913349867735
Summer,2009-06-01,699952,0.3608775863920683
Summer,2009-07-01,719799,0.47602062857356403
Summer,2009-08-01,718259,0.47755908146695497
Summer,2009-09-01,699906,0.47602062857356403
Summer,2009-10-01,70076,0.3782302130406011
Summer,2009-11-01,0,0.3931508053227192
Summer,2009-12-01,411251,0.36528613865998133
Surry 1,2007-01-01,546272,0.1534101411590431
Surry 1,2007-02-01,546260,0.1517617987732671
Surry 1,2007-03-01,605086,0.1517617987732671
Surry 1,2007-04-01,586027,0.21687613372758793
Surry 1,2007-05-01,599898,0.21920638814924848
Surry 1,2007-06-01,580894,0.21261301860614443
Surry 1,2007-07-01,598461,0.11294732310097781
Surry 1,2007-08-01,597227,0.1160242288877597
Surry 1,2007-09-01,578839,0.12371649335471442
Surry 1,2007-10-01,384036,0.2115860652199472
Surry 1,2007-11-01,0,0.25338886810839095
Surry 1,2007-12-01,572203,0.26171855946835615
Surry 1,2008-01-01,603229,0.22241897887837114
Surry 1,2008-02-01,563355,0.22549588466515302
Surry 1,2008-03-01,603070,0.22703433755854396
Surry 1,2008-04-01,477734,0.06224433573674915
Surry 1,2008-05-01,598486,0.05301361837640349
Surry 1,2008-06-01,577446,0.06070588284335821
Surry 1,2008-07-01,595324,0.1719980058917462
Surry 1,2008-08-01,594756,0.1519981182776639
Surry 1,2008-09-01,577916,0.12122906040984502
Surry 1,2008-10-01,512783,0.04200442362621165
Surry 1,2008-11-01,582880,0.07481726721752206
Surry 1,2008-12-01,603523,0.07585038728081243
Surry 1,2009-01-01,602829,0.1504660447209189
Surry 1,2009-02-01,544680,0.13906042323369008
Surry 1,2009-03-01,602783,0.10059910089891647
Surry 1,2009-04-01,348311,0.21487302083623963
Surry 1,2009-05-01,369909,0.15577535965389153
Surry 1,2009-06-01,578804,0.17423679437458284
Surry 1,2009-07-01,596176,0.18006507970755023
Surry 1,2009-08-01,593658,0.18468043838772305
Surry 1,2009-09-01,577778,0.18006507970755023
Surry 1,2009-10-01,600064,0.1104251033070833
Surry 1,2009-11-01,581218,0.07394973094424971
Surry 1,2009-12-01,601137,0.08119449833265535
Surry 2,2007-01-01,606134,0.1482031146491836
Surry 2,2007-02-01,547627,0.1900298026882499
Surry 2,2007-03-01,606895,0.18426060433803385
Surry 2,2007-04-01,587033,0.24116992544937338
Surry 2,2007-05-01,588169,0.22674692957383327
Surry 2,2007-06-01,581792,0.24116992544937338
Surry 2,2007-07-01,599273,-0.03073923934751751
Surry 2,2007-08-01,596637,-0.03795073728528756
Surry 2,2007-09-01,579818,-0.058142931511043716
Surry 2,2007-10-01,601327,0.16571951953589084
Surry 2,2007-11-01,586204,0.17725791623632292
Surry 2,2007-12-01,605436,0.27677658777754965
Surry 2,2008-01-01,605791,0.26744983426069086
Surry 2,2008-02-01,565203,0.3020650243619871
Surry 2,2008-03-01,604691,0.23571924333450262
Surry 2,2008-04-01,494845,0.3030009802985987
Surry 2,2008-05-01,195491,0.3405007695750029
Surry 2,2008-06-01,579087,0.3405007695750029
Surry 2,2008-07-01,596924,0.40723030520233067
Surry 2,2008-08-01,596266,0.43751859654096487
Surry 2,2008-09-01,576657,0.4288647990156408
Surry 2,2008-10-01,600649,0.3233367095598996
Surry 2,2008-11-01,585924,0.3074714140968055
Surry 2,2008-12-01,605309,0.3017022157465895
Surry 2,2009-01-01,605116,0.3108150964818771
Surry 2,2009-02-01,546055,0.3108150964818771
Surry 2,2009-03-01,604676,0.32235349318230916
Surry 2,2009-04-01,585025,0.2890020711026841
Surry 2,2009-05-01,601659,0.27457907522714403
Surry 2,2009-06-01,579904,0.2875597715151301
Surry 2,2009-07-01,597292,0.23021577629043263
Surry 2,2009-08-01,594066,0.20917795550852145
Surry 2,2009-09-01,579603,0.20281208412690643
Surry 2,2009-10-01,548841,0.0866885259167844
Surry 2,2009-11-01,108,0.11553451766786461
Surry 2,2009-12-01,569950,0.0944966968859534
Susquehanna 1,2007-01-01,863399,-0.22279013157028582
Susquehanna 1,2007-02-01,772331,-0.22279013157028582
Susquehanna 1,2007-03-01,854565,-0.22279013157028582
Susquehanna 1,2007-04-01,814843,-0.09790799998248464
Susquehanna 1,2007-05-01,846830,-0.09790799998248464
Susquehanna 1,2007-06-01,805069,-0.09790799998248464
Susquehanna 1,2007-07-01,832596,-0.004591206274873126
Susquehanna 1,2007-08-01,830999,-0.004591206274873126
Susquehanna 1,2007-09-01,810074,-0.004591206274873126
Susquehanna 1,2007-10-01,336031,0.22407611300519753
Susquehanna 1,2007-11-01,828321,0.2225376601118066
Susquehanna 1,2007-12-01,861275,0.21946075432502468
Susquehanna 1,2008-01-01,862093,0.19954399056727937
Susquehanna 1,2008-02-01,799404,0.19954399056727937
Susquehanna 1,2008-03-01,80079,0.2010824434606703
Susquehanna 1,2008-04-01,313259,0.24926870932779988
Susquehanna 1,2008-05-01,878072,0.25188135805743134
Susquehanna 1,2008-06-01,828297,0.2503429051640404
Susquehanna 1,2008-07-01,868130,0.05502834197010831
Susquehanna 1,2008-08-01,833498,0.051951436183326406
Susquehanna 1,2008-09-01,852863,0.051951436183326406
Susquehanna 1,2008-10-01,895802,0.14336270470805698
Susquehanna 1,2008-11-01,868584,0.14336270470805698
Susquehanna 1,2008-12-01,903730,0.14490115760144792
Susquehanna 1,2009-01-01,904413,0.23931619664079645
Susquehanna 1,2009-02-01,822545,0.23931619664079645
Susquehanna 1,2009-03-01,904595,0.23931619664079645
Susquehanna 1,2009-04-01,859333,0.26953243645303937
Susquehanna 1,2009-05-01,870602,0.26953243645303937
Susquehanna 1,2009-06-01,852104,0.26953243645303937
Susquehanna 1,2009-07-01,878718,0.5641912100589895
Susquehanna 1,2009-08-01,873751,0.5641912100589895
Susquehanna 1,2009-09-01,850256,0.5626527571655986
Susquehanna 1,2009-10-01,893047,0.4497118752186005
Susquehanna 1,2009-11-01,873873,0.44817342232520957
Susquehanna 1,2009-12-01,892293,0.4497118752186005
Susquehanna 2,2007-01-01,860879,0.03529249271570919
Susquehanna 2,2007-02-01,784703,0.036940835101485194
Susquehanna 2,2007-03-01,55321,0.13913806301959794
Susquehanna 2,2007-04-01,348275,0.006065217663740986
Susquehanna 2,2007-05-01,856832,0.004416875277964971
Susquehanna 2,2007-06-01,818470,0.006065217663740986
Susquehanna 2,2007-07-01,843973,0.1333981942143721
Susquehanna 2,2007-08-01,838360,0.1333981942143721
Susquehanna 2,2007-09-01,819405,0.1333981942143721
Susquehanna 2,2007-10-01,845546,0.15972692136940417
Susquehanna 2,2007-11-01,839646,0.15972692136940417
Susquehanna 2,2007-12-01,870159,0.15972692136940417
Susquehanna 2,2008-01-01,869573,0.22540244827327235
Susquehanna 2,2008-02-01,810863,0.22540244827327235
Susquehanna 2,2008-03-01,862551,0.22386399537988141
Susquehanna 2,2008-04-01,821938,0.40168486948885435
Susquehanna 2,2008-05-01,856870,0.40168486948885435
Susquehanna 2,2008-06-01,806955,0.40168486948885435
Susquehanna 2,2008-07-01,834911,0.28169265958140216
Susquehanna 2,2008-08-01,838954,0.28169265958140216
Susquehanna 2,2008-09-01,809897,0.28169265958140216
Susquehanna 2,2008-10-01,855860,0.24168970740145412
Susquehanna 2,2008-11-01,825303,0.24168970740145412
Susquehanna 2,2008-12-01,862328,0.24168970740145412
Susquehanna 2,2009-01-01,867414,0.30811049589288764
Susquehanna 2,2009-02-01,780150,0.30503359010610576
Susquehanna 2,2009-03-01,822094,0.3096489487862786
Susquehanna 2,2009-04-01,145012,0.32181335275845746
Susquehanna 2,2009-05-01,317603,0.3202748998650665
Susquehanna 2,2009-06-01,837670,0.3202748998650665
Susquehanna 2,2009-07-01,878089,0.5465201216298483
Susquehanna 2,2009-08-01,871679,0.5465201216298483
Susquehanna 2,2009-09-01,844134,0.5449816687364574
Susquehanna 2,2009-10-01,890753,0.6663070114471299
Susquehanna 2,2009-11-01,865602,0.6601531998735661
Susquehanna 2,2009-12-01,890927,0.6678454643405208
Turkey Point 3,2007-01-01,540574,0.02929570705479878
Turkey Point 3,2007-02-01,432005,0.026731618899147203
Turkey Point 3,2007-03-01,535937,0.021603442587844055
Turkey Point 3,2007-04-01,516166,-0.01080713086642338
Turkey Point 3,2007-05-01,518558,-0.01080713086642338
Turkey Point 3,2007-06-01,508526,-0.012345583759814328
Turkey Point 3,2007-07-01,415900,0.030663583725791622
Turkey Point 3,2007-08-01,518164,0.03354818290089964
Turkey Point 3,2007-09-01,502589,0.034990482488453656
Turkey Point 3,2007-10-01,530489,0.036451700292354186
Turkey Point 3,2007-11-01,522538,0.029836875385983085
Turkey Point 3,2007-12-01,536658,0.027548949242274013
Turkey Point 3,2008-01-01,542495,0.046085015849044474
Turkey Point 3,2008-02-01,440643,0.043200416673936454
Turkey Point 3,2008-03-01,484419,0.04752731543659848
Turkey Point 3,2008-04-01,519425,0.0953584664805278
Turkey Point 3,2008-05-01,527788,0.0887436415741567
Turkey Point 3,2008-06-01,476244,0.09680076606808181
Turkey Point 3,2008-07-01,521209,0.10877584011442651
Turkey Point 3,2008-08-01,521333,0.045911331293449
Turkey Point 3,2008-09-01,509882,0.11225711232093348
Turkey Point 3,2008-10-01,532536,0.17004827305666706
Turkey Point 3,2008-11-01,523407,0.1743751718193291
Turkey Point 3,2008-12-01,540150,0.18014437016954515
Turkey Point 3,2009-01-01,540620,0.1976802760224235
Turkey Point 3,2009-02-01,487192,0.2057374005163486
Turkey Point 3,2009-03-01,248366,0.2042951009287946
Turkey Point 3,2009-04-01,-5106,0.277460292236577
Turkey Point 3,2009-05-01,334517,0.27153285158243684
Turkey Point 3,2009-06-01,506549,0.27153285158243684
Turkey Point 3,2009-07-01,519616,0.09264567649283935
Turkey Point 3,2009-08-01,520395,0.10274177360571743
Turkey Point 3,2009-09-01,506735,0.09468464911179232
Turkey Point 3,2009-10-01,526981,0.09934989855703429
Turkey Point 3,2009-11-01,520413,0.09273507365066319
Turkey Point 3,2009-12-01,537911,0.08696587530044714
Turkey Point 4,2007-01-01,535300,-0.05907031670875851
Turkey Point 4,2007-02-01,485786,-0.05907031670875851
Turkey Point 4,2007-03-01,524469,-0.05907031670875851
Turkey Point 4,2007-04-01,495699,0.05777873986297075
Turkey Point 4,2007-05-01,530455,0.05777873986297075
Turkey Point 4,2007-06-01,223014,0.05777873986297075
Turkey Point 4,2007-07-01,518932,-0.05470978734626627
Turkey Point 4,2007-08-01,518646,-0.05317133445287532
Turkey Point 4,2007-09-01,23915,-0.060227147686337835
Turkey Point 4,2007-10-01,230796,0.038335430412181556
Turkey Point 4,2007-11-01,522538,0.0367969775187906
Turkey Point 4,2007-12-01,539250,0.03218161883861777
Turkey Point 4,2008-01-01,539668,0.012574899191594536
Turkey Point 4,2008-02-01,437870,0.015651804978376423
Turkey Point 4,2008-03-01,494696,0.015651804978376423
Turkey Point 4,2008-04-01,-1566,-0.1487514960463246
Turkey Point 4,2008-05-01,303076,-0.09812543506643799
Turkey Point 4,2008-06-01,509877,-0.09197162349287422
Turkey Point 4,2008-07-01,522635,-0.0850287538317713
Turkey Point 4,2008-08-01,378035,-0.09425947119211697
Turkey Point 4,2008-09-01,510998,-0.08195184804498941
Turkey Point 4,2008-10-01,469269,-0.10952206779136521
Turkey Point 4,2008-11-01,526098,-0.10644516200458332
Turkey Point 4,2008-12-01,542678,-0.0956759917508467
Turkey Point 4,2009-01-01,542963,0.027545784811497182
Turkey Point 4,2009-02-01,469846,0.026007331918106242
Turkey Point 4,2009-03-01,535594,0.022930426131324348
Turkey Point 4,2009-04-01,512360,0.13776797563836432
Turkey Point 4,2009-05-01,474143,0.13469106985158244
Turkey Point 4,2009-06-01,504150,0.13776797563836432
Turkey Point 4,2009-07-01,516339,0.17450940519178956
Turkey Point 4,2009-08-01,515201,0.1791247638719624
Turkey Point 4,2009-09-01,502404,0.18374012255213523
Turkey Point 4,2009-10-01,409649,0.2534010435758684
Turkey Point 4,2009-11-01,-4161,0.25021503177595505
Turkey Point 4,2009-12-01,452705,0.25891840391593995
Vogtle 1,2007-01-01,862727,0.15134670650867443
Vogtle 1,2007-01-01,862727,NA
Vogtle 1,2007-02-01,778697,0.1575005180822382
Vogtle 1,2007-03-01,852575,0.15442361229545631
Vogtle 1,2007-04-01,824352,0.12138974969802888
Vogtle 1,2007-05-01,848056,0.11831284391124698
Vogtle 1,2007-06-01,812448,0.11985129680463792
Vogtle 1,2007-07-01,837166,0.11831358120031008
Vogtle 1,2007-08-01,832095,0.11831358120031008
Vogtle 1,2007-09-01,784362,0.11985203409370102
Vogtle 1,2007-10-01,846260,0.1672548835316985
Vogtle 1,2007-11-01,827742,0.16571643063830757
Vogtle 1,2007-12-01,853806,0.1672548835316985
Vogtle 1,2008-01-01,856297,0.2315639343724919
Vogtle 1,2008-02-01,798951,0.23310238726588284
Vogtle 1,2008-03-01,383149,0.23310238726588284
Vogtle 1,2008-04-01,123134,0.10827073391089582
Vogtle 1,2008-05-01,874910,0.09904001655055014
Vogtle 1,2008-06-01,837554,0.08519394051003165
Vogtle 1,2008-07-01,864444,0.10722328025900305
Vogtle 1,2008-08-01,864190,0.10722328025900305
Vogtle 1,2008-09-01,837884,0.1056848273656121
Vogtle 1,2008-10-01,874412,0.3249043042831221
Vogtle 1,2008-11-01,854385,0.32182739849634023
Vogtle 1,2008-12-01,881116,0.3202889456029493
Vogtle 1,2009-01-01,884092,0.25231833068344434
Vogtle 1,2009-02-01,797840,0.23268934387644777
Vogtle 1,2009-03-01,879839,0.24526251744998184
Vogtle 1,2009-04-01,848717,0.10477576534255659
Vogtle 1,2009-05-01,870553,0.10477576534255659
Vogtle 1,2009-06-01,835966,0.11337003146941003
Vogtle 1,2009-07-01,864597,0.10802076203007996
Vogtle 1,2009-08-01,863616,0.10032849756312523
Vogtle 1,2009-09-01,511485,0.10494385624329808
Vogtle 1,2009-10-01,191644,0.016632265914555317
Vogtle 1,2009-11-01,854997,0.021247624594728152
Vogtle 1,2009-12-01,731652,0.0080379997877018609
Vogtle 2,2007-01-01,873716,0.21384899766180537
Vogtle 2,2007-02-01,778759,0.20525473153495194
Vogtle 2,2007-03-01,71355,0.20851975176105778
Vogtle 2,2007-04-01,-10679,0.10988194829870146
Vogtle 2,2007-05-01,729610,0.1233255006569971
Vogtle 2,2007-06-01,823748,0.12178704776360616
Vogtle 2,2007-07-01,847961,0.21092582350051067
Vogtle 2,2007-08-01,842011,0.21092582350051067
Vogtle 2,2007-09-01,821853,0.20784891771372876
Vogtle 2,2007-10-01,856773,0.11273307434575192
Vogtle 2,2007-11-01,837972,0.11978888757921444
Vogtle 2,2007-12-01,863528,0.12376779502589505
Vogtle 2,2008-01-01,866254,0.31511788378854527
Vogtle 2,2008-02-01,808523,0.32615260446868843
Vogtle 2,2008-03-01,859628,0.3246141515752975
Vogtle 2,2008-04-01,827374,0.23491890858363004
Vogtle 2,2008-05-01,850839,0.23184200279684816
Vogtle 2,2008-06-01,814472,0.23184200279684816
Vogtle 2,2008-07-01,840223,0.21882003934228536
Vogtle 2,2008-08-01,840266,0.21574313355550345
Vogtle 2,2008-09-01,321769,0.21574313355550345
Vogtle 2,2008-10-01,165615,0.5980838904558987
Vogtle 2,2008-11-01,647311,0.32073227022397777
Vogtle 2,2008-12-01,884853,0.2615797593765815
Vogtle 2,2009-01-01,887938,0.19709749536426982
Vogtle 2,2009-02-01,801367,0.25354400123196985
Vogtle 2,2009-03-01,859300,0.2240478458311354
Vogtle 2,2009-04-01,852979,0.30451212739351036
Vogtle 2,2009-05-01,873444,0.3100294877335819
Vogtle 2,2009-06-01,836764,0.2833446876931228
Vogtle 2,2009-07-01,865449,0.31404146494879254
Vogtle 2,2009-08-01,864160,0.3078876533752288
Vogtle 2,2009-09-01,813860,0.3048107475884469
Vogtle 2,2009-10-01,875832,0.27271592030241554
Vogtle 2,2009-11-01,826870,0.2641216541755621
Vogtle 2,2009-12-01,792963,0.16380181601369603
Waterford 3,2007-01-01,873838,0.3856383222022863
Waterford 3,2007-02-01,790494,0.3948464644810578
Waterford 3,2007-03-01,874510,0.3948464644810578
Waterford 3,2007-04-01,850120,0.34679201809222726
Waterford 3,2007-05-01,876268,0.3451436757064512
Waterford 3,2007-06-01,846647,0.33758387581345567
Waterford 3,2007-07-01,873150,0.39132706530145506
Waterford 3,2007-08-01,865538,0.39132706530145506
Waterford 3,2007-09-01,842467,0.3858097049613835
Waterford 3,2007-10-01,461856,0.2521607275020493
Waterford 3,2007-11-01,855618,0.28897824656275284
Waterford 3,2007-12-01,882497,0.28897824656275284
Waterford 3,2008-01-01,883274,0.366128883143567
Waterford 3,2008-02-01,827583,0.366128883143567
Waterford 3,2008-03-01,882461,0.366128883143567
Waterford 3,2008-04-01,735144,0.31939651339798625
Waterford 3,2008-05-01,-9574,0.31951239094209605
Waterford 3,2008-06-01,783968,0.33594859441820096
Waterford 3,2008-07-01,876632,0.2785027009780319
Waterford 3,2008-08-01,870746,0.276964248084641
Waterford 3,2008-09-01,564011,0.27171243817097596
Waterford 3,2008-10-01,882540,0.23397923304591708
Waterford 3,2008-11-01,856635,0.221406059472383
Waterford 3,2008-12-01,883703,0.15790374037122043
Waterford 3,2009-01-01,882541,0.10743501424240114
Waterford 3,2009-02-01,797002,0.09332338777547612
Waterford 3,2009-03-01,877283,0.0721559480750886
Waterford 3,2009-04-01,848768,0.14699495067183005
Waterford 3,2009-05-01,869165,0.11479279029129939
Waterford 3,2009-06-01,845074,0.11633124318469033
Waterford 3,2009-07-01,869340,0.049129589465085645
Waterford 3,2009-08-01,868947,-0.10302139588430757
Waterford 3,2009-09-01,843897,-0.002701557722441585
Waterford 3,2009-10-01,511632,-0.0776098082018772
Waterford 3,2009-11-01,-7361,0.03386468952267332
Waterford 3,2009-12-01,742419,0.09544306642149707
Watts Bar 1,2007-01-01,847063,-0.2410319118420039
Watts Bar 1,2007-02-01,794789,-0.27291945379976207
Watts Bar 1,2007-03-01,842491,-0.2939505110929727
Watts Bar 1,2007-04-01,842160,-0.5047750791432384
Watts Bar 1,2007-05-01,860541,-0.14190468427945227
Watts Bar 1,2007-06-01,817964,-0.16458408395843893
Watts Bar 1,2007-07-01,842218,-0.007926245919638713
Watts Bar 1,2007-08-01,822564,-0.032170591406808086
Watts Bar 1,2007-09-01,813716,-0.04474376498034218
Watts Bar 1,2007-10-01,852528,-0.024233375966213194
Watts Bar 1,2007-11-01,841477,-0.04847772145338264
Watts Bar 1,2007-12-01,872175,-0.1064626802144737
Watts Bar 1,2008-01-01,873261,-0.11038497380488076
Watts Bar 1,2008-02-01,261900,-0.09473489444456484
Watts Bar 1,2008-03-01,120189,0.32392234676239817
Watts Bar 1,2008-04-01,837789,0.020141974106715154
Watts Bar 1,2008-05-01,581768,0.027197787340177654
Watts Bar 1,2008-06-01,790206,0.024120881553395767
Watts Bar 1,2008-07-01,837210,-0.4389952001911908
Watts Bar 1,2008-08-01,563329,-0.44053365308458176
Watts Bar 1,2008-09-01,666098,-0.4374567472977999
Watts Bar 1,2008-10-01,860272,-0.39461371940206724
Watts Bar 1,2008-11-01,844163,-0.41153670122936764
Watts Bar 1,2008-12-01,876124,-0.4001310797421388
Watts Bar 1,2009-01-01,878273,-0.3905686347200439
Watts Bar 1,2009-02-01,791352,-0.3945475421667245
Watts Bar 1,2009-03-01,831643,-0.39608599506011544
Watts Bar 1,2009-04-01,840996,-0.14753503423324796
Watts Bar 1,2009-05-01,857449,-0.23926060626826057
Watts Bar 1,2009-06-01,815615,-0.233743245928189
Watts Bar 1,2009-07-01,841810,-0.17547349990106412
Watts Bar 1,2009-08-01,838200,-0.17393504700767318
Watts Bar 1,2009-09-01,534880,-0.18804667347459816
Watts Bar 1,2009-10-01,272182,-0.09994991638250907
Watts Bar 1,2009-11-01,832706,-0.1008519180424078
Watts Bar 1,2009-12-01,872359,-0.09931346514901686
Wolf Creek 1,2007-01-01,887999,0.563725398758832
Wolf Creek 1,2007-02-01,801514,0.563725398758832
Wolf Creek 1,2007-03-01,881725,0.5566695855253695
Wolf Creek 1,2007-04-01,858366,0.4575418955781435
Wolf Creek 1,2007-05-01,879108,0.46305925591821506
Wolf Creek 1,2007-06-01,847151,0.45600344268475257
Wolf Creek 1,2007-07-01,870017,0.45318405040363613
Wolf Creek 1,2007-08-01,866697,0.4516455975102452
Wolf Creek 1,2007-09-01,848194,0.45472250329702707
Wolf Creek 1,2007-10-01,882895,0.2329498402473047
Wolf Creek 1,2007-11-01,859137,0.23448829314069564
Wolf Creek 1,2007-12-01,886333,0.23756519892747752
Wolf Creek 1,2008-01-01,718760,-0.1710511246861864
Wolf Creek 1,2008-02-01,827848,-0.1679742188994045
Wolf Creek 1,2008-03-01,463799,-0.1679742188994045
Wolf Creek 1,2008-04-01,-8726,-0.2861378438702824
Wolf Creek 1,2008-05-01,437666,-0.19573853855958304
Wolf Creek 1,2008-06-01,846724,-0.19573853855958304
Wolf Creek 1,2008-07-01,870912,-0.42671787193765753
Wolf Creek 1,2008-08-01,865376,-0.4227389644909769
Wolf Creek 1,2008-09-01,847526,-0.41966205870419504
Wolf Creek 1,2008-10-01,883317,-0.12024376390228352
Wolf Creek 1,2008-11-01,858061,-0.12729957713574602
Wolf Creek 1,2008-12-01,885897,-0.11870531100889256
Wolf Creek 1,2009-01-01,885692,0.25311176539683333
Wolf Creek 1,2009-02-01,797548,0.2546502182902243
