state_of_location,date,power_generated,overall_safety_score
Monticello,2008-06-01,415071,-0.19988582165736166
Monticello,2008-07-01,422351,-0.5848658853951517
Monticello,2008-08-01,421789,-0.5914592549382557
Monticello,2008-09-01,170136,-0.5848658853951517
Monticello,2008-10-01,436652,-0.5161907135568058
Monticello,2008-11-01,423091,-0.47888833347718496
Monticello,2008-12-01,435696,-0.47888833347718496
Monticello,2009-01-01,400966,-0.6229975304003518
Monticello,2009-02-01,390162,-0.6164041608572477
Monticello,2009-03-01,168280,-0.6088443609642521
Monticello,2009-04-01,-2230,-0.6636021733720958
Monticello,2009-05-01,247583,-0.629457214850021
Monticello,2009-06-01,413210,-0.6690174321086454
Monticello,2009-07-01,421814,-0.09613520056807934
Monticello,2009-08-01,420893,-0.10176213976129189
Monticello,2009-09-01,410568,-0.10932193965428744
Monticello,2009-10-01,420808,-0.1181928728867428
Monticello,2009-11-01,418648,-0.1181928728867428
Monticello,2009-12-01,431762,-0.1323460423228424
Nine Mile Point 1,2007-01-01,466148,-0.19631273933110574
Nine Mile Point 1,2007-02-01,392886,-0.19631273933110574
Nine Mile Point 1,2007-03-01,203054,-0.21051384296240674
Nine Mile Point 1,2007-04-01,213719,-0.20990527986853943
Nine Mile Point 1,2007-05-01,376484,-0.20990527986853943
Nine Mile Point 1,2007-06-01,444934,-0.18505334851376268
Nine Mile Point 1,2007-07-01,448195,-0.28587545465082637
Nine Mile Point 1,2007-08-01,444866,-0.2894257305586516
Nine Mile Point 1,2007-09-01,404436,-0.3107273860056031
Nine Mile Point 1,2007-10-01,454953,-0.41313718567388774
Nine Mile Point 1,2007-11-01,444919,-0.416687461581713
Nine Mile Point 1,2007-12-01,468287,-0.430888565213014
Nine Mile Point 1,2008-01-01,468389,-0.3969061658735263
Nine Mile Point 1,2008-02-01,435164,-0.3969061658735263
Nine Mile Point 1,2008-03-01,467168,-0.3969061658735263
Nine Mile Point 1,2008-04-01,451342,-0.32432532570709777
Nine Mile Point 1,2008-05-01,456259,-0.32787560161492296
Nine Mile Point 1,2008-06-01,433743,-0.32787560161492296
Nine Mile Point 1,2008-07-01,446308,-0.34306454807329295
Nine Mile Point 1,2008-08-01,445719,-0.21525461539158372
Nine Mile Point 1,2008-09-01,435846,-0.2117043394837585
Nine Mile Point 1,2008-10-01,393461,-0.5543755960540503
Nine Mile Point 1,2008-11-01,448132,-0.5437247683305745
Nine Mile Point 1,2008-12-01,465168,-0.5472750442383998
Nine Mile Point 1,2009-01-01,464916,-0.5742071116444208
Nine Mile Point 1,2009-02-01,413884,-0.49610104167226515
Nine Mile Point 1,2009-03-01,281279,-0.46947397236357574
Nine Mile Point 1,2009-04-01,260886,-0.6231492208526701
Nine Mile Point 1,2009-05-01,465194,-0.5414928749726892
Nine Mile Point 1,2009-06-01,448657,-0.5485934267883397
Nine Mile Point 1,2009-07-01,452757,-0.5666635480720456
Nine Mile Point 1,2009-08-01,445497,-0.5027585817311909
Nine Mile Point 1,2009-09-01,439596,-0.5258353751320551
Nine Mile Point 1,2009-10-01,406748,-0.2587324507878041
Nine Mile Point 1,2009-11-01,448711,-0.2622827266956293
Nine Mile Point 1,2009-12-01,464454,-0.264057864649542
Nine Mile Point 2,2007-01-01,851271,0.016789720329127452
Nine Mile Point 2,2007-02-01,760791,0.016789720329127452
Nine Mile Point 2,2007-03-01,623184,0.016789720329127452
Nine Mile Point 2,2007-04-01,819140,0.005585651234778758
Nine Mile Point 2,2007-05-01,842290,0.005585651234778758
Nine Mile Point 2,2007-06-01,801492,0.005585651234778758
Nine Mile Point 2,2007-07-01,828544,0.03405311777325744
Nine Mile Point 2,2007-08-01,799652,0.02699730453979493
Nine Mile Point 2,2007-09-01,804231,0.02699730453979493
Nine Mile Point 2,2007-10-01,836775,-0.1316034696776858
Nine Mile Point 2,2007-11-01,402930,-0.1245476564442233
Nine Mile Point 2,2007-12-01,830843,-0.1245476564442233
Nine Mile Point 2,2008-01-01,848180,-0.07694489552125691
Nine Mile Point 2,2008-02-01,790535,-0.07694489552125691
Nine Mile Point 2,2008-03-01,570544,-0.07694489552125691
Nine Mile Point 2,2008-04-01,336485,-0.1270866852193722
Nine Mile Point 2,2008-05-01,841545,-0.1270866852193722
Nine Mile Point 2,2008-06-01,803897,-0.1270866852193722
Nine Mile Point 2,2008-07-01,822133,-0.09063030545623993
Nine Mile Point 2,2008-08-01,833636,-0.09063030545623993
Nine Mile Point 2,2008-09-01,807523,-0.13551098979098383
Nine Mile Point 2,2008-10-01,839450,-0.20305559721768496
Nine Mile Point 2,2008-11-01,702495,-0.20305559721768496
Nine Mile Point 2,2008-12-01,844601,-0.17228653934986607
Nine Mile Point 2,2009-01-01,851757,-0.10132833005643238
Nine Mile Point 2,2009-02-01,755621,-0.09273406392957893
Nine Mile Point 2,2009-03-01,848209,-0.09427251682296987
Nine Mile Point 2,2009-04-01,822860,-0.036512466521139854
Nine Mile Point 2,2009-05-01,844152,-0.04266627809470364
Nine Mile Point 2,2009-06-01,806565,-0.04266627809470364
Nine Mile Point 2,2009-07-01,833458,-0.01789756852823675
Nine Mile Point 2,2009-08-01,832245,-0.022512927208409576
Nine Mile Point 2,2009-09-01,810057,-0.01789756852823675
Nine Mile Point 2,2009-10-01,846996,0.0285253494676408
Nine Mile Point 2,2009-11-01,819439,0.030063802361031747
Nine Mile Point 2,2009-12-01,850558,0.026986896574249866
North Anna 1,2007-01-01,662445,0.18521382091577643
North Anna 1,2007-02-01,625296,0.18851050568732844
North Anna 1,2007-03-01,689973,0.19015884807310446
North Anna 1,2007-04-01,667274,0.11043857402789915
North Anna 1,2007-05-01,688046,0.11373525879945118
North Anna 1,2007-06-01,664719,0.11868028595677922
North Anna 1,2007-07-01,685060,0.09877844978176789
North Anna 1,2007-08-01,683482,0.09723999688837695
North Anna 1,2007-09-01,168866,0.10737271590862135
North Anna 1,2007-10-01,339491,0.11617446059133994
North Anna 1,2007-11-01,659873,0.11925136637812184
North Anna 1,2007-12-01,680613,0.12078981927151279
North Anna 1,2008-01-01,681457,0.2115055101258783
North Anna 1,2008-02-01,636729,0.20535169855231453
North Anna 1,2008-03-01,680832,0.21304396301926923
North Anna 1,2008-04-01,659998,0.26894706795968454
North Anna 1,2008-05-01,680321,0.2704855208530755
North Anna 1,2008-06-01,653717,0.263429707619613
North Anna 1,2008-07-01,672655,0.20554785840565976
North Anna 1,2008-08-01,674130,0.2070863112990507
North Anna 1,2008-09-01,654123,0.20554785840565976
North Anna 1,2008-10-01,672744,0.3322799588494498
North Anna 1,2008-11-01,639410,0.33535686463623166
North Anna 1,2008-12-01,680713,0.33535686463623166
North Anna 1,2009-01-01,681901,0.2916282293725164
North Anna 1,2009-02-01,616048,0.2823975120121707
North Anna 1,2009-03-01,152142,0.2854744177989526
North Anna 1,2009-04-01,616351,0.15947327623999524
North Anna 1,2009-05-01,682837,0.16255018202677712
North Anna 1,2009-06-01,656542,0.16255018202677712
North Anna 1,2009-07-01,675142,0.1499538073829476
North Anna 1,2009-08-01,673279,0.15149226027633855
North Anna 1,2009-09-01,656170,0.15149226027633855
North Anna 1,2009-10-01,548106,0.034991798428198634
North Anna 1,2009-11-01,662230,0.042684062895153356
North Anna 1,2009-12-01,681751,0.06729930918940846
North Anna 2,2007-01-01,679389,0.05340706251444178
North Anna 2,2007-02-01,600181,0.05340706251444178
North Anna 2,2007-03-01,363568,0.06659380160064987
North Anna 2,2007-04-01,120518,-0.4055505265587393
North Anna 2,2007-05-01,677909,-0.3840121860512661
North Anna 2,2007-06-01,626001,-0.3840121860512661
North Anna 2,2007-07-01,494487,-0.4927651372126944
North Anna 2,2007-08-01,672482,-0.4927651372126944
North Anna 2,2007-09-01,654880,-0.49122668431930344
North Anna 2,2007-10-01,677782,-0.5528714417525258
North Anna 2,2007-11-01,659145,-0.551332988859135
North Anna 2,2007-12-01,545447,-0.551332988859135
North Anna 2,2008-01-01,635709,-0.4627173069662417
North Anna 2,2008-02-01,467203,-0.4657942127530236
North Anna 2,2008-03-01,678272,-0.474388478879877
North Anna 2,2008-04-01,656689,0.08066181734870298
North Anna 2,2008-05-01,677571,0.07912336445531204
North Anna 2,2008-06-01,650413,0.07206755122184953
North Anna 2,2008-07-01,669956,0.08070167852324688
North Anna 2,2008-08-01,671566,0.07916322562985594
North Anna 2,2008-09-01,280661,0.08070167852324688
North Anna 2,2008-10-01,0,0.21026567097578658
North Anna 2,2008-11-01,376056,0.22009388094239177
North Anna 2,2008-12-01,682500,0.2075207073688577
North Anna 2,2009-01-01,680897,0.1586363873021108
North Anna 2,2009-02-01,615159,0.1727480137690358
North Anna 2,2009-03-01,680946,0.16967110798225393
North Anna 2,2009-04-01,658423,0.05388875867969344
North Anna 2,2009-05-01,664331,0.04529449255283999
North Anna 2,2009-06-01,654001,0.046832945446230935
North Anna 2,2009-07-01,673775,0.04291311807593566
North Anna 2,2009-08-01,672309,0.04137466518254471
North Anna 2,2009-09-01,653968,0.04291311807593566
North Anna 2,2009-10-01,678778,-0.013411455715879666
North Anna 2,2009-11-01,659110,-0.00879609703570683
North Anna 2,2009-12-01,608414,-0.08794849549718536
Oconee 1,2007-01-01,645103,-0.02721711488356331
Oconee 1,2007-02-01,398701,-0.030101714058671337
Oconee 1,2007-03-01,645201,-0.03094734061482639
Oconee 1,2007-04-01,623435,0.02380860301587617
Oconee 1,2007-05-01,641438,0.025250902603430183
Oconee 1,2007-06-01,620141,0.025250902603430183
Oconee 1,2007-07-01,636339,0.3131935632764232
Oconee 1,2007-08-01,630489,0.3131935632764232
Oconee 1,2007-09-01,606468,0.31175126368886924
Oconee 1,2007-10-01,625775,0.2477417875517338
Oconee 1,2007-11-01,619988,0.24485718837662576
Oconee 1,2007-12-01,642646,0.2506263867268418
Oconee 1,2008-01-01,643529,0.45501490953382034
Oconee 1,2008-02-01,599994,0.45645720912137433
Oconee 1,2008-03-01,470874,0.45645720912137433
Oconee 1,2008-04-01,164345,0.5366018840259551
Oconee 1,2008-05-01,-7373,0.5500678744894189
Oconee 1,2008-06-01,578828,0.527102459944476
Oconee 1,2008-07-01,632744,0.5539700827993865
Oconee 1,2008-08-01,626744,0.5482008844491705
Oconee 1,2008-09-01,607983,0.5409893865114004
Oconee 1,2008-10-01,634128,0.49774026706316643
Oconee 1,2008-11-01,619758,0.4962979674756124
Oconee 1,2008-12-01,643872,0.4882408429816873
Oconee 1,2009-01-01,644728,0.2100923133355002
Oconee 1,2009-02-01,582232,0.21213128595445319
Oconee 1,2009-03-01,643180,0.21068898636689917
Oconee 1,2009-04-01,621702,0.21988150110236707
Oconee 1,2009-05-01,641011,0.22361172683363015
Oconee 1,2009-06-01,617255,0.22132380068992108
Oconee 1,2009-07-01,632539,0.3513037879563825
Oconee 1,2009-08-01,626103,0.3579186128627536
Oconee 1,2009-09-01,559974,0.3550340136876456
Oconee 1,2009-10-01,180371,0.43027368930063065
Oconee 1,2009-11-01,-6093,0.4418120860010627
Oconee 1,2009-12-01,567553,0.4360428876508467
Oconee 2,2007-01-01,649554,0.13031584214280031
Oconee 2,2007-02-01,499712,0.03368678591963426
Oconee 2,2007-03-01,647915,0.10860287281370519
Oconee 2,2007-04-01,545909,-0.016179045910392282
Oconee 2,2007-05-01,4586,0.017072320119134936
Oconee 2,2007-06-01,623510,-0.0020258764742926852
Oconee 2,2007-07-01,645972,0.20907376743757644
Oconee 2,2007-08-01,628376,0.20907376743757644
Oconee 2,2007-09-01,606967,0.1967661442904489
Oconee 2,2007-10-01,641098,0.08598909961785398
Oconee 2,2007-11-01,627477,0.08906600540463586
Oconee 2,2007-12-01,647913,0.09214291119141775
Oconee 2,2008-01-01,651945,0.06877063860774286
Oconee 2,2008-02-01,608596,0.06415527992757003
Oconee 2,2008-03-01,640543,0.06723218571435191
Oconee 2,2008-04-01,583085,0.1336715334428042
Oconee 2,2008-05-01,643825,0.13982534501636798
Oconee 2,2008-06-01,623299,0.13213308054941325
Oconee 2,2008-07-01,637092,0.07170086260662312
Oconee 2,2008-08-01,631066,0.07477776839340501
Oconee 2,2008-09-01,514880,0.06554705103305934
Oconee 2,2008-10-01,491326,0.153656653973635
Oconee 2,2008-11-01,-1949,0.17455854324761602
Oconee 2,2008-12-01,366859,0.1530202027401428
Oconee 2,2009-01-01,654829,0.08564898171905456
Oconee 2,2009-02-01,592179,0.09116634205912613
Oconee 2,2009-03-01,653674,0.08808943627234424
Oconee 2,2009-04-01,632191,0.10945654174067941
Oconee 2,2009-05-01,649715,0.10945654174067941
Oconee 2,2009-06-01,627383,0.11099499463407035
Oconee 2,2009-07-01,641918,0.26443181039008834
Oconee 2,2009-08-01,635219,0.26443181039008834
Oconee 2,2009-09-01,612950,0.26443181039008834
Oconee 2,2009-10-01,641030,0.3624033503399068
Oconee 2,2009-11-01,619565,0.3624033503399068
Oconee 2,2009-12-01,646335,0.36548025612668866
Oconee 3,2007-01-01,653910,-0.3563075234662407
Oconee 3,2007-02-01,589773,-0.2544492324109837
Oconee 3,2007-03-01,653463,-0.21763171335028028
Oconee 3,2007-04-01,632038,-0.06723460127146792
Oconee 3,2007-05-01,651359,-0.06723460127146792
Oconee 3,2007-06-01,628795,-0.06877305416485888
Oconee 3,2007-07-01,644828,0.3162541018396718
Oconee 3,2007-08-01,638496,0.31073674149960023
Oconee 3,2007-09-01,614843,0.28033858443886706
Oconee 3,2007-10-01,518837,0.10554242817960775
Oconee 3,2007-11-01,-1943,0.2584352151431724
Oconee 3,2007-12-01,235538,0.19058308778824354
Oconee 3,2008-01-01,651436,0.25628341411075467
Oconee 3,2008-02-01,611313,0.2476891479839012
Oconee 3,2008-03-01,652309,0.2476891479839012
Oconee 3,2008-04-01,631889,0.3285206533138606
Oconee 3,2008-05-01,651664,0.31684948140022523
Oconee 3,2008-06-01,627213,0.2705356945527696
Oconee 3,2008-07-01,642061,0.3250818740845328
Oconee 3,2008-08-01,635900,0.32200496829775094
Oconee 3,2008-09-01,616380,0.32200496829775094
Oconee 3,2008-10-01,643873,0.27939006703171
Oconee 3,2008-11-01,561702,0.25450927031104836
Oconee 3,2008-12-01,649368,0.2591246289912212
Oconee 3,2009-01-01,652107,0.08095322605796394
Oconee 3,2009-02-01,589129,0.07479941448440017
Oconee 3,2009-03-01,650280,0.08095322605796394
Oconee 3,2009-04-01,502708,0.0716167702490967
Oconee 3,2009-05-01,131433,0.1470558116903011
Oconee 3,2009-06-01,625776,0.12344791743662391
Oconee 3,2009-07-01,643633,0.20411956845181717
Oconee 3,2009-08-01,637838,0.20258111555842623
Oconee 3,2009-09-01,617836,0.20258111555842623
Oconee 3,2009-10-01,644223,0.37041824230376197
Oconee 3,2009-11-01,629113,0.3719566951971529
Oconee 3,2009-12-01,650618,0.3719566951971529
Palisades,2007-01-01,603143,-0.8466174068724742
Palisades,2007-02-01,497774,-0.8736731077200189
Palisades,2007-03-01,485071,-0.9131966317604187
Palisades,2007-04-01,583991,-0.714687657903908
Palisades,2007-05-01,465196,-0.7763859736852731
Palisades,2007-06-01,569217,-0.7394631042438904
Palisades,2007-07-01,585433,-0.8458282236275287
Palisades,2007-08-01,582322,-0.9728328618298538
Palisades,2007-09-01,149115,-0.9940003015302413
Palisades,2007-10-01,118585,-0.5993101783957194
Palisades,2007-11-01,581425,-0.6643509503902729
Palisades,2007-12-01,604743,-0.6290718842229603
Palisades,2008-01-01,541751,-0.46051111740204287
Palisades,2008-02-01,566389,-0.4730842909755769
Palisades,2008-03-01,607111,-0.47462274386896786
Palisades,2008-04-01,579786,-0.5497402164947924
Palisades,2008-05-01,556350,-0.5497402164947924
Palisades,2008-06-01,567071,-0.5583344826216459
Palisades,2008-07-01,582065,-0.4509851692312293
Palisades,2008-08-01,486670,-0.5239289064540958
Palisades,2008-09-01,567326,-0.43931399731759396
Palisades,2008-10-01,595073,-0.4198947970976967
Palisades,2008-11-01,581797,-0.3987273573973092
Palisades,2008-12-01,603347,-0.4223352516509864
Palisades,2009-01-01,602883,-0.4050997926579329
Palisades,2009-02-01,456765,-0.47703617784022156
Palisades,2009-03-01,408921,-0.43884040593185447
Palisades,2009-04-01,0,-0.2049590385429758
Palisades,2009-05-01,556099,-0.22697259292960176
Palisades,2009-06-01,572986,-0.22697259292960176
Palisades,2009-07-01,586004,-0.18999212648145766
Palisades,2009-08-01,584081,-0.18999212648145766
Palisades,2009-09-01,569329,-0.18999212648145766
Palisades,2009-10-01,596345,0.043563077242682754
Palisades,2009-11-01,580914,0.04048617145590087
Palisades,2009-12-01,604383,0.03894771856250993
Palo Verde 1,2007-01-01,990150,-0.07128565298717429
Palo Verde 1,2007-02-01,892571,-0.07128565298717429
Palo Verde 1,2007-03-01,986662,-0.0727279525747283
Palo Verde 1,2007-04-01,953146,-0.033339288042974494
Palo Verde 1,2007-05-01,566763,-0.0347815876305285
Palo Verde 1,2007-06-01,-3770,-0.10891668865823534
Palo Verde 1,2007-07-01,300795,0.05035505168820988
Palo Verde 1,2007-08-01,972286,0.057566549625979936
Palo Verde 1,2007-09-01,943805,0.05612425003842592
Palo Verde 1,2007-10-01,660136,0.09470580280725477
Palo Verde 1,2007-11-01,611179,0.09470580280725477
Palo Verde 1,2007-12-01,967410,0.09182120363214676
Palo Verde 1,2008-01-01,986703,0.07533915818144865
Palo Verde 1,2008-02-01,924311,0.08399295570677272
Palo Verde 1,2008-03-01,986355,0.08543525529432672
Palo Verde 1,2008-04-01,950539,0.044455074079764956
Palo Verde 1,2008-05-01,984720,0.04589737366731896
Palo Verde 1,2008-06-01,834819,0.044455074079764956
Palo Verde 1,2008-07-01,972884,-0.01501030128871651
Palo Verde 1,2008-08-01,974559,-0.013568001701162496
Palo Verde 1,2008-09-01,933474,-0.01501030128871651
Palo Verde 1,2008-10-01,89135,0.46707421811764027
Palo Verde 1,2008-11-01,320109,0.46563191853008623
Palo Verde 1,2008-12-01,995572,0.46563191853008623
Palo Verde 1,2009-01-01,998545,0.044154854789686664
Palo Verde 1,2009-02-01,901206,0.03982795602702463
Palo Verde 1,2009-03-01,904899,0.04127025561457864
Palo Verde 1,2009-04-01,962845,0.006069575402652476
Palo Verde 1,2009-05-01,990045,0.004627275815098463
Palo Verde 1,2009-06-01,957733,0.0031849762275444494
Palo Verde 1,2009-07-01,981658,0.03894257761286259
Palo Verde 1,2009-08-01,984002,0.03894257761286259
Palo Verde 1,2009-09-01,953934,0.03750027802530858
Palo Verde 1,2009-10-01,992649,0.03454733482239459
Palo Verde 1,2009-11-01,964575,0.037431933997502616
Palo Verde 1,2009-12-01,997633,0.0359896344099486
Palo Verde 2,2007-01-01,993644,8.3389593934677e-4
Palo Verde 2,2007-02-01,564835,-0.002243009847435118
Palo Verde 2,2007-03-01,981175,-0.005319915634217006
Palo Verde 2,2007-04-01,960397,-0.10569210629192524
Palo Verde 2,2007-05-01,975296,-0.11030746497209808
Palo Verde 2,2007-06-01,939052,-0.11030746497209808
Palo Verde 2,2007-07-01,930033,-0.09728432690769902
Palo Verde 2,2007-08-01,976448,-0.10434014014116152
Palo Verde 2,2007-09-01,949988,-0.09574587401430808
Palo Verde 2,2007-10-01,733817,-0.030858740142054388
Palo Verde 2,2007-11-01,958434,-0.026243381461881553
Palo Verde 2,2007-12-01,994476,-0.0277818343552725
Palo Verde 2,2008-01-01,996897,0.05142773486621134
Palo Verde 2,2008-02-01,933958,0.05296618775960229
Palo Verde 2,2008-03-01,897540,0.05296618775960229
Palo Verde 2,2008-04-01,-3681,-0.07253389009794169
Palo Verde 2,2008-05-01,-15958,-0.012197399915372747
Palo Verde 2,2008-06-01,733463,0.004769416977021683
Palo Verde 2,2008-07-01,980646,-0.024937050293853825
Palo Verde 2,2008-08-01,980770,-0.023398597400462885
Palo Verde 2,2008-09-01,953041,-0.01878323872029005
Palo Verde 2,2008-10-01,992783,0.4423895039214062
Palo Verde 2,2008-11-01,671168,0.43777414524123337
Palo Verde 2,2008-12-01,503455,0.4423895039214062
Palo Verde 2,2009-01-01,993266,0.061164800782168585
Palo Verde 2,2009-02-01,902662,0.06270325367555953
Palo Verde 2,2009-03-01,998040,0.05654944210199576
Palo Verde 2,2009-04-01,963492,0.03858377670288911
Palo Verde 2,2009-05-01,991197,0.03704532380949817
Palo Verde 2,2009-06-01,957986,0.03550687091610722
Palo Verde 2,2009-07-01,981216,0.0032204959510246365
Palo Verde 2,2009-08-01,983965,0.006297401737806524
Palo Verde 2,2009-09-01,953558,0.0032204959510246365
Palo Verde 2,2009-10-01,56275,-0.13463297223711795
Palo Verde 2,2009-11-01,-12029,-0.10997170282422035
Palo Verde 2,2009-12-01,739893,-0.08187124039106325
Palo Verde 3,2007-01-01,766275,0.1295209478970247
Palo Verde 3,2007-02-01,809076,0.14029011815076128
Palo Verde 3,2007-03-01,916797,0.13875166525737034
Palo Verde 3,2007-04-01,310775,-0.05563065433910948
Palo Verde 3,2007-05-01,791014,-0.049476842765545696
Palo Verde 3,2007-06-01,850142,-0.05255374855232758
Palo Verde 3,2007-07-01,884234,-0.01954839496797099
Palo Verde 3,2007-08-01,893359,-0.01954839496797099
Palo Verde 3,2007-09-01,772018,-0.01800994207458004
Palo Verde 3,2007-10-01,-3246,0.04840843743292234
Palo Verde 3,2007-11-01,-3130,0.04840843743292234
Palo Verde 3,2007-12-01,-3651,0.04840843743292234
Palo Verde 3,2008-01-01,316964,0.07268162768150521
Palo Verde 3,2008-02-01,924616,0.07729698636167803
Palo Verde 3,2008-03-01,987648,0.07268162768150521
Palo Verde 3,2008-04-01,957681,0.2492114307005657
Palo Verde 3,2008-05-01,986139,0.25228833648734755
Palo Verde 3,2008-06-01,950615,0.24767297780717476
Palo Verde 3,2008-07-01,973758,-0.03583487527542617
Palo Verde 3,2008-08-01,975419,-0.03891178106220806
Palo Verde 3,2008-09-01,690166,-0.03583487527542617
Palo Verde 3,2008-10-01,965301,0.42377030824756373
Palo Verde 3,2008-11-01,953963,0.4268472140343456
Palo Verde 3,2008-12-01,990964,0.4268472140343456
Palo Verde 3,2009-01-01,989545,0.04086751098109164
Palo Verde 3,2009-02-01,890857,0.04240596387448258
Palo Verde 3,2009-03-01,986519,0.039329058087700694
Palo Verde 3,2009-04-01,89628,-0.11979919718358396
Palo Verde 3,2009-05-01,55823,-0.15060879938763538
Palo Verde 3,2009-06-01,951763,-0.12441455586375678
Palo Verde 3,2009-07-01,975801,0.07100244051198608
Palo Verde 3,2009-08-01,978939,0.07100244051198608
Palo Verde 3,2009-09-01,948443,0.07254089340537702
Palo Verde 3,2009-10-01,986607,-0.01317778862138721
Palo Verde 3,2009-11-01,956078,-0.01163933572799627
Palo Verde 3,2009-12-01,752603,-0.017793147301560047
Peach Bottom 2,2007-01-01,849428,-0.45824734399985256
Peach Bottom 2,2007-02-01,759606,-0.46357275786159047
Peach Bottom 2,2007-03-01,847606,-0.45647220604593997
Peach Bottom 2,2007-04-01,813344,-0.44547215756203
Peach Bottom 2,2007-05-01,845135,-0.4472472955159426
Peach Bottom 2,2007-06-01,810870,-0.4472472955159426
Peach Bottom 2,2007-07-01,834018,-0.31333558808248685
Peach Bottom 2,2007-08-01,833701,-0.31498393046826284
Peach Bottom 2,2007-09-01,759255,-0.31333558808248685
Peach Bottom 2,2007-10-01,842531,-0.26266290483019017
Peach Bottom 2,2007-11-01,823885,-0.2501580777798666
Peach Bottom 2,2007-12-01,848525,-0.2560695352870861
Peach Bottom 2,2008-01-01,838126,0.016002280345924658
Peach Bottom 2,2008-02-01,795478,0.01929896511747668
Peach Bottom 2,2008-03-01,848627,0.011739165224481136
Peach Bottom 2,2008-04-01,815994,0.05572379974066399
Peach Bottom 2,2008-05-01,831812,0.05407545735488798
Peach Bottom 2,2008-06-01,802010,0.05407545735488798
Peach Bottom 2,2008-07-01,798970,0.04111296638971824
Peach Bottom 2,2008-08-01,732760,0.029290051375279173
Peach Bottom 2,2008-09-01,293636,0.047706335932822294
Peach Bottom 2,2008-10-01,276638,0.03288264862478761
Peach Bottom 2,2008-11-01,828290,0.031234306239011602
Peach Bottom 2,2008-12-01,854267,0.031234306239011602
Peach Bottom 2,2009-01-01,851210,0.06792789455700064
Peach Bottom 2,2009-02-01,755890,0.06792789455700064
Peach Bottom 2,2009-03-01,853156,0.06792789455700064
Peach Bottom 2,2009-04-01,810347,0.03412070436812297
Peach Bottom 2,2009-05-01,851322,0.025878992439242916
Peach Bottom 2,2009-06-01,818545,0.03082401959657094
Peach Bottom 2,2009-07-01,840468,-0.002312260092188756
Peach Bottom 2,2009-08-01,836039,-0.005608944863740779
Peach Bottom 2,2009-09-01,804673,-0.014135175106627814
Peach Bottom 2,2009-10-01,849892,-0.08470354744849447
Peach Bottom 2,2009-11-01,826529,-0.08470354744849447
Peach Bottom 2,2009-12-01,843665,-0.08305520506271846
Peach Bottom 3,2007-01-01,840460,-0.1435453301968616
Peach Bottom 3,2007-02-01,752285,-0.1421030306093076
Peach Bottom 3,2007-03-01,840630,-0.15304475427834074
Peach Bottom 3,2007-04-01,810893,-0.5374003078997895
Peach Bottom 3,2007-05-01,828507,-0.5446118058375595
Peach Bottom 3,2007-06-01,800648,-0.5446118058375595
Peach Bottom 3,2007-07-01,817370,-0.5035763800421368
Peach Bottom 3,2007-08-01,773508,-0.15946345164812725
Peach Bottom 3,2007-09-01,512505,-0.15802115206057324
Peach Bottom 3,2007-10-01,382422,-0.22878577414764525
Peach Bottom 3,2007-11-01,821820,-0.23540059905401636
Peach Bottom 3,2007-12-01,849770,-0.22072864965372013
Peach Bottom 3,2008-01-01,849405,-9.483014637752438e-4
Peach Bottom 3,2008-02-01,678096,-9.483014637752438e-4
Peach Bottom 3,2008-03-01,848230,-0.006717499813991277
Peach Bottom 3,2008-04-01,820086,0.05556688869653602
Peach Bottom 3,2008-05-01,836121,0.06218171360290712
Peach Bottom 3,2008-06-01,810521,0.054124589108982
Peach Bottom 3,2008-07-01,832342,0.07100212069466955
Peach Bottom 3,2008-08-01,834972,0.06438729578829844
Peach Bottom 3,2008-09-01,803089,0.07100212069466955
Peach Bottom 3,2008-10-01,840186,0.08715045347773173
Peach Bottom 3,2008-11-01,819131,0.08859275306528575
Peach Bottom 3,2008-12-01,845996,0.09003505265283976
Peach Bottom 3,2009-01-01,624651,0.010817543605787301
Peach Bottom 3,2009-02-01,765426,0.007932944430679288
Peach Bottom 3,2009-03-01,806759,0.006490644843125268
Peach Bottom 3,2009-04-01,816555,-0.08125864618727321
Peach Bottom 3,2009-05-01,818468,-0.08270094577482723
Peach Bottom 3,2009-06-01,800346,-0.07548944783705717
Peach Bottom 3,2009-07-01,819743,-0.19121424202384107
Peach Bottom 3,2009-08-01,774471,-0.19782906693021216
Peach Bottom 3,2009-09-01,290581,-0.19265654161139506
Peach Bottom 3,2009-10-01,471796,-0.310231451251299
Peach Bottom 3,2009-11-01,825982,-0.3021743267573739
Peach Bottom 3,2009-12-01,853315,-0.2920782296444958
Perry 1,2007-01-01,925628,-0.13133347110965987
Perry 1,2007-02-01,841117,-0.12423291929400936
Perry 1,2007-03-01,906738,-0.12423291929400936
Perry 1,2007-04-01,8911,-0.44010951575227275
Perry 1,2007-05-01,294340,-0.44010951575227275
Perry 1,2007-06-01,684060,-0.44010951575227275
Perry 1,2007-07-01,168786,-0.3674596811183741
Perry 1,2007-08-01,931004,-0.32390507150487996
Perry 1,2007-09-01,898058,-0.328850098662208
Perry 1,2007-10-01,929063,-0.6596798234244008
Perry 1,2007-11-01,837810,-0.6646248505817288
Perry 1,2007-12-01,632732,-0.6563831386528487
Perry 1,2008-01-01,951553,-0.9056122230854708
Perry 1,2008-02-01,891180,-0.9056122230854708
Perry 1,2008-03-01,886866,-0.9089089078570229
Perry 1,2008-04-01,598092,-0.3459921677130887
Perry 1,2008-05-01,940362,-0.3476405100988647
Perry 1,2008-06-01,880150,-0.34434382532731267
